ID,year,recorded_crop,crop_id,treat,variance,seeding,harvest,harvest2,tillage,minimum_cover,total_dm_kg_ha,total_dm_kg_ha2,grain_dm_kg_ha,straw_dm_kg_ha
710,1967,Wheat,winter_small_grains,13,250,0,247,0,295,0.3,995,487,508,487
711,1967,Wheat,winter_small_grains,13,250,0,247,0,295,0.3,1567,693,874,693
712,1967,Wheat,winter_small_grains,13,250,0,247,0,295,0.3,1293,629,664,629
713,1967,Wheat,winter_small_grains,14,250,0,247,0,295,0.3,717,400,317,400
714,1967,Wheat,winter_small_grains,14,250,0,247,0,295,0.3,1108,603,505,603
715,1967,Wheat,winter_small_grains,14,250,0,247,0,295,0.3,1175,558,617,558
716,1967,Wheat,winter_small_grains,14,250,0,247,0,295,0.3,501,275,226,275
717,1967,Wheat,winter_small_grains,15,250,0,247,0,295,0.3,687,349,338,349
718,1967,Wheat,winter_small_grains,15,250,0,247,0,295,0.3,695,343,352,343
719,1967,Wheat,winter_small_grains,15,250,0,247,0,295,0.3,1088,508,580,508
720,1967,Wheat,winter_small_grains,15,250,0,247,0,295,0.3,1188,457,731,457
721,1968,Barley,missing,1,250,116,274,0,295,0,0,0,0,0
722,1968,Barley,missing,1,250,116,274,0,295,0,0,0,0,0
723,1968,Barley,missing,1,250,116,274,0,295,0,0,0,0,0
724,1968,Barley,missing,1,250,116,274,0,295,0,0,0,0,0
725,1968,Barley,spring_small_grains,2,250,116,274,0,295,0,355,0,355,0
726,1968,Barley,spring_small_grains,2,250,116,274,0,295,0,300,0,300,0
727,1968,Barley,spring_small_grains,2,250,116,274,0,295,0,615,0,615,0
728,1968,Barley,spring_small_grains,2,250,116,274,0,295,0,759,0,759,0
729,1968,Barley,spring_small_grains,3,250,116,274,0,295,0,894,0,894,0
730,1968,Barley,spring_small_grains,3,250,116,274,0,295,0,317,0,317,0
731,1968,Barley,spring_small_grains,3,250,116,274,0,295,0,991,0,991,0
732,1968,Barley,spring_small_grains,3,250,116,274,0,295,0,1502,0,1502,0
733,1968,Barley,spring_small_grains,4,250,116,274,0,295,0,1567,0,1567,0
734,1968,Barley,spring_small_grains,4,250,116,274,0,295,0,105,0,105,0
735,1968,Barley,spring_small_grains,4,250,116,274,0,295,0,832,0,832,0
736,1968,Barley,spring_small_grains,4,250,116,274,0,295,0,1553,0,1553,0
737,1968,Barley,spring_small_grains,5,250,116,274,0,295,0,1399,0,1399,0
738,1968,Barley,spring_small_grains,5,250,116,274,0,295,0,818,0,818,0
739,1968,Barley,spring_small_grains,5,250,116,274,0,295,0,1085,0,1085,0
740,1968,Barley,spring_small_grains,5,250,116,274,0,295,0,1528,0,1528,0
741,1968,Barley,spring_small_grains,6,250,116,274,0,295,0,535,0,535,0
742,1968,Barley,spring_small_grains,6,250,116,274,0,295,0,210,0,210,0
743,1968,Barley,spring_small_grains,6,250,116,274,0,295,0,590,0,590,0
744,1968,Barley,spring_small_grains,6,250,116,274,0,295,0,631,0,631,0
745,1968,Barley,spring_small_grains,7,250,116,274,0,295,0,1165,0,1165,0
746,1968,Barley,spring_small_grains,7,250,116,274,0,295,0,1125,0,1125,0
747,1968,Barley,spring_small_grains,7,250,116,274,0,295,0,1199,0,1199,0
748,1968,Barley,spring_small_grains,7,250,116,274,0,295,0,1414,0,1414,0
749,1968,Barley,spring_small_grains,8,250,116,274,0,295,0,1368,0,1368,0
750,1968,Barley,spring_small_grains,8,250,116,274,0,295,0,1109,0,1109,0
751,1968,Barley,spring_small_grains,8,250,116,274,0,295,0,1656,0,1656,0
752,1968,Barley,spring_small_grains,8,250,116,274,0,295,0,1485,0,1485,0
753,1968,Barley,spring_small_grains,9,250,116,274,0,295,0,735,0,735,0
754,1968,Barley,spring_small_grains,9,250,116,274,0,295,0,556,0,556,0
755,1968,Barley,spring_small_grains,9,250,116,274,0,295,0,731,0,731,0
756,1968,Barley,spring_small_grains,9,250,116,274,0,295,0,830,0,830,0
757,1968,Barley,spring_small_grains,10,250,116,274,0,295,0,1200,0,1200,0
758,1968,Barley,spring_small_grains,10,250,116,274,0,295,0,1086,0,1086,0
759,1968,Barley,spring_small_grains,10,250,116,274,0,295,0,1495,0,1495,0
760,1968,Barley,spring_small_grains,10,250,116,274,0,295,0,1752,0,1752,0
761,1968,Barley,spring_small_grains,11,250,116,274,0,295,0,1168,0,1168,0
762,1968,Barley,spring_small_grains,11,250,116,274,0,295,0,1245,0,1245,0
763,1968,Barley,spring_small_grains,11,250,116,274,0,295,0,1165,0,1165,0
764,1968,Barley,spring_small_grains,11,250,116,274,0,295,0,1473,0,1473,0
765,1968,Barley,spring_small_grains,12,250,116,274,0,295,0,42,0,42,0
766,1968,Barley,spring_small_grains,12,250,116,274,0,295,0,84,0,84,0
767,1968,Barley,spring_small_grains,12,250,116,274,0,295,0,88,0,88,0
768,1968,Barley,spring_small_grains,12,250,116,274,0,295,0,174,0,174,0
769,1968,Barley,spring_small_grains,13,250,116,274,0,295,0,1280,0,1280,0
770,1968,Barley,spring_small_grains,13,250,116,274,0,295,0,1480,0,1480,0
771,1968,Barley,spring_small_grains,13,250,116,274,0,295,0,1513,0,1513,0
772,1968,Barley,spring_small_grains,13,250,116,274,0,295,0,1549,0,1549,0
773,1968,Barley,spring_small_grains,14,250,116,274,0,295,0,382,0,382,0
774,1968,Barley,spring_small_grains,14,250,116,274,0,295,0,855,0,855,0
775,1968,Barley,spring_small_grains,14,250,116,274,0,295,0,951,0,951,0
776,1968,Barley,spring_small_grains,14,250,116,274,0,295,0,1097,0,1097,0
777,1968,Barley,spring_small_grains,15,250,116,274,0,295,0,1418,0,1418,0
778,1968,Barley,spring_small_grains,15,250,116,274,0,295,0,1496,0,1496,0
779,1968,Barley,spring_small_grains,15,250,116,274,0,295,0,2000,0,2000,0
780,1968,Barley,spring_small_grains,15,250,116,274,0,295,0,2092,0,2092,0
781,1969,Barley,missing,1,250,120,231,0,295,0,0,0,0,0
782,1969,Barley,missing,1,250,120,231,0,295,0,0,0,0,0
783,1969,Barley,missing,1,250,120,231,0,295,0,0,0,0,0
784,1969,Barley,missing,1,250,120,231,0,295,0,0,0,0,0
785,1969,Barley,spring_small_grains,2,250,120,231,0,295,0,792,430,362,430
786,1969,Barley,spring_small_grains,2,250,120,231,0,295,0,1250,674,576,674
787,1969,Barley,spring_small_grains,2,250,120,231,0,295,0,730,435,295,435
788,1969,Barley,spring_small_grains,2,250,120,231,0,295,0,617,385,232,385
789,1969,Barley,spring_small_grains,3,250,120,231,0,295,0,1385,723,662,723
790,1969,Barley,spring_small_grains,3,250,120,231,0,295,0,1278,715,563,715
791,1969,Barley,spring_small_grains,3,250,120,231,0,295,0,831,465,366,465
792,1969,Barley,spring_small_grains,3,250,120,231,0,295,0,704,427,277,427
793,1969,Barley,spring_small_grains,4,250,120,231,0,295,0,939,515,424,515
794,1969,Barley,spring_small_grains,4,250,120,231,0,295,0,867,541,326,541
795,1969,Barley,spring_small_grains,4,250,120,231,0,295,0,351,265,86,265
796,1969,Barley,spring_small_grains,4,250,120,231,0,295,0,804,485,319,485
797,1969,Barley,spring_small_grains,5,250,120,231,0,295,0,1493,772,721,772
798,1969,Barley,spring_small_grains,5,250,120,231,0,295,0,1788,927,861,927
799,1969,Barley,spring_small_grains,5,250,120,231,0,295,0,967,554,413,554
800,1969,Barley,spring_small_grains,5,250,120,231,0,295,0,1015,610,405,610
801,1969,Barley,spring_small_grains,6,250,120,231,0,295,0,1157,570,587,570
802,1969,Barley,spring_small_grains,6,250,120,231,0,295,0,1464,1393,71,1393
803,1969,Barley,spring_small_grains,6,250,120,231,0,295,0,788,485,303,485
804,1969,Barley,spring_small_grains,6,250,120,231,0,295,0,735,444,291,444
805,1969,Barley,spring_small_grains,7,250,120,231,0,295,0,1624,904,720,904
806,1969,Barley,spring_small_grains,7,250,120,231,0,295,0,1246,698,548,698
807,1969,Barley,spring_small_grains,7,250,120,231,0,295,0,1031,634,397,634
808,1969,Barley,spring_small_grains,7,250,120,231,0,295,0,965,708,257,708
809,1969,Barley,spring_small_grains,8,250,120,231,0,295,0,1355,681,674,681
810,1969,Barley,spring_small_grains,8,250,120,231,0,295,0,1128,571,557,571
811,1969,Barley,spring_small_grains,8,250,120,231,0,295,0,1424,796,628,796
812,1969,Barley,spring_small_grains,8,250,120,231,0,295,0,517,378,139,378
813,1969,Barley,spring_small_grains,9,250,120,231,0,295,0,1154,630,524,630
814,1969,Barley,spring_small_grains,9,250,120,231,0,295,0,1058,501,557,501
815,1969,Barley,spring_small_grains,9,250,120,231,0,295,0,999,542,457,542
816,1969,Barley,spring_small_grains,9,250,120,231,0,295,0,501,337,164,337
817,1969,Barley,spring_small_grains,10,250,120,231,0,295,0,1648,870,778,870
818,1969,Barley,spring_small_grains,10,250,120,231,0,295,0,1727,859,868,859
819,1969,Barley,spring_small_grains,10,250,120,231,0,295,0,1515,851,664,851
820,1969,Barley,spring_small_grains,10,250,120,231,0,295,0,952,631,321,631
821,1969,Barley,spring_small_grains,11,250,120,231,0,295,0,1751,862,889,862
822,1969,Barley,spring_small_grains,11,250,120,231,0,295,0,1695,818,877,818
823,1969,Barley,spring_small_grains,11,250,120,231,0,295,0,1401,741,660,741
824,1969,Barley,spring_small_grains,11,250,120,231,0,295,0,737,542,195,542
825,1969,Barley,spring_small_grains,12,250,120,231,0,295,0,585,341,244,341
826,1969,Barley,spring_small_grains,12,250,120,231,0,295,0,841,452,389,452
827,1969,Barley,spring_small_grains,12,250,120,231,0,295,0,579,307,272,307
828,1969,Barley,spring_small_grains,12,250,120,231,0,295,0,337,240,97,240
829,1969,Barley,spring_small_grains,13,250,120,231,0,295,0,1648,844,804,844
830,1969,Barley,spring_small_grains,13,250,120,231,0,295,0,1615,806,809,806
831,1969,Barley,spring_small_grains,13,250,120,231,0,295,0,1833,917,916,917
832,1969,Barley,spring_small_grains,13,250,120,231,0,295,0,997,597,400,597
833,1969,Barley,spring_small_grains,14,250,120,231,0,295,0,1525,818,707,818
834,1969,Barley,spring_small_grains,14,250,120,231,0,295,0,1507,785,722,785
835,1969,Barley,spring_small_grains,14,250,120,231,0,295,0,1105,646,459,646
836,1969,Barley,spring_small_grains,14,250,120,231,0,295,0,435,324,111,324
837,1969,Barley,spring_small_grains,15,250,120,231,0,295,0,1344,749,595,749
838,1969,Barley,spring_small_grains,15,250,120,231,0,295,0,1597,832,765,832
839,1969,Barley,spring_small_grains,15,250,120,231,0,295,0,1859,944,915,944
840,1969,Barley,spring_small_grains,15,250,120,231,0,295,0,1149,690,459,690
841,1970,Green_Rapeseed,missing,1,250,0,0,0,295,0,0,0,0,0
842,1970,Green_Rapeseed,missing,1,250,0,0,0,295,0,0,0,0,0
843,1970,Green_Rapeseed,missing,1,250,0,0,0,295,0,0,0,0,0
844,1970,Green_Rapeseed,missing,1,250,0,0,0,295,0,0,0,0,0
845,1970,Green_Rapeseed,fodder,2,250,0,0,0,295,0,990,559,431,559
846,1970,Green_Rapeseed,fodder,2,250,0,0,0,295,0,1244,630,614,630
847,1970,Green_Rapeseed,fodder,2,250,0,0,0,295,0,1295,728,567,728
848,1970,Green_Rapeseed,fodder,2,250,0,0,0,295,0,1281,625,656,625
849,1970,Green_Rapeseed,fodder,3,250,0,0,0,295,0,1761,963,798,963
850,1970,Green_Rapeseed,fodder,3,250,0,0,0,295,0,2173,1283,890,1283
851,1970,Green_Rapeseed,fodder,3,250,0,0,0,295,0,2257,1142,1115,1142
852,1970,Green_Rapeseed,fodder,3,250,0,0,0,295,0,2335,1141,1194,1141
853,1970,Green_Rapeseed,fodder,4,250,0,0,0,295,0,1873,1124,749,1124
854,1970,Green_Rapeseed,fodder,4,250,0,0,0,295,0,1932,952,980,952
855,1970,Green_Rapeseed,fodder,4,250,0,0,0,295,0,2282,1252,1030,1252
856,1970,Green_Rapeseed,fodder,4,250,0,0,0,295,0,2286,1123,1163,1123
857,1970,Green_Rapeseed,fodder,5,250,0,0,0,295,0,1756,881,875,881
858,1970,Green_Rapeseed,fodder,5,250,0,0,0,295,0,2131,1104,1027,1104
859,1970,Green_Rapeseed,fodder,5,250,0,0,0,295,0,2203,1116,1087,1116
860,1970,Green_Rapeseed,fodder,5,250,0,0,0,295,0,2116,1021,1095,1021
861,1970,Green_Rapeseed,fodder,6,250,0,0,0,295,0,985,508,477,508
862,1970,Green_Rapeseed,fodder,6,250,0,0,0,295,0,1148,698,450,698
863,1970,Green_Rapeseed,fodder,6,250,0,0,0,295,0,1008,484,524,484
864,1970,Green_Rapeseed,fodder,6,250,0,0,0,295,0,1069,510,559,510
865,1970,Green_Rapeseed,fodder,7,250,0,0,0,295,0,2134,1074,1060,1074
866,1970,Green_Rapeseed,fodder,7,250,0,0,0,295,0,2314,1161,1153,1161
867,1970,Green_Rapeseed,fodder,7,250,0,0,0,295,0,2372,1416,956,1416
868,1970,Green_Rapeseed,fodder,7,250,0,0,0,295,0,2458,1244,1214,1244
869,1970,Green_Rapeseed,fodder,8,250,0,0,0,295,0,1940,1031,909,1031
870,1970,Green_Rapeseed,fodder,8,250,0,0,0,295,0,2026,1021,1005,1021
871,1970,Green_Rapeseed,fodder,8,250,0,0,0,295,0,2247,1202,1045,1202
872,1970,Green_Rapeseed,fodder,8,250,0,0,0,295,0,2149,1020,1129,1020
873,1970,Green_Rapeseed,fodder,9,250,0,0,0,295,0,1318,726,592,726
874,1970,Green_Rapeseed,fodder,9,250,0,0,0,295,0,1415,662,753,662
875,1970,Green_Rapeseed,fodder,9,250,0,0,0,295,0,1122,535,587,535
876,1970,Green_Rapeseed,fodder,9,250,0,0,0,295,0,1126,588,538,588
877,1970,Green_Rapeseed,fodder,10,250,0,0,0,295,0,1506,894,612,894
878,1970,Green_Rapeseed,fodder,10,250,0,0,0,295,0,1819,920,899,920
879,1970,Green_Rapeseed,fodder,10,250,0,0,0,295,0,1612,774,838,774
880,1970,Green_Rapeseed,fodder,10,250,0,0,0,295,0,1703,788,915,788
881,1970,Green_Rapeseed,fodder,11,250,0,0,0,295,0,1525,806,719,806
882,1970,Green_Rapeseed,fodder,11,250,0,0,0,295,0,1791,871,920,871
883,1970,Green_Rapeseed,fodder,11,250,0,0,0,295,0,1689,969,720,969
884,1970,Green_Rapeseed,fodder,11,250,0,0,0,295,0,1659,772,887,772
885,1970,Green_Rapeseed,fodder,12,250,0,0,0,295,0,389,222,167,222
886,1970,Green_Rapeseed,fodder,12,250,0,0,0,295,0,550,288,262,288
887,1970,Green_Rapeseed,fodder,12,250,0,0,0,295,0,677,360,317,360
888,1970,Green_Rapeseed,fodder,12,250,0,0,0,295,0,718,365,353,365
889,1970,Green_Rapeseed,fodder,13,250,0,0,0,295,0,2006,997,1009,997
890,1970,Green_Rapeseed,fodder,13,250,0,0,0,295,0,2411,1196,1215,1196
891,1970,Green_Rapeseed,fodder,13,250,0,0,0,295,0,2521,1370,1151,1370
892,1970,Green_Rapeseed,fodder,13,250,0,0,0,295,0,2476,1297,1179,1297
893,1970,Green_Rapeseed,fodder,14,250,0,0,0,295,0,1723,835,888,835
894,1970,Green_Rapeseed,fodder,14,250,0,0,0,295,0,1996,997,999,997
895,1970,Green_Rapeseed,fodder,14,250,0,0,0,295,0,2183,1069,1114,1069
896,1970,Green_Rapeseed,fodder,14,250,0,0,0,295,0,2215,1098,1117,1098
897,1970,Green_Rapeseed,fodder,15,250,0,0,0,295,0,2222,1200,1022,1200
898,1970,Green_Rapeseed,fodder,15,250,0,0,0,295,0,2265,1217,1048,1217
899,1970,Green_Rapeseed,fodder,15,250,0,0,0,295,0,2411,1228,1183,1228
900,1970,Green_Rapeseed,fodder,15,250,0,0,0,295,0,2432,1283,1149,1283
901,1971,Barley,missing,1,250,111,256,0,295,0,0,0,0,0
902,1971,Barley,missing,1,250,111,256,0,295,0,0,0,0,0
903,1971,Barley,missing,1,250,111,256,0,295,0,0,0,0,0
904,1971,Barley,missing,1,250,111,256,0,295,0,0,0,0,0
905,1971,Barley,spring_small_grains,2,250,111,256,0,295,0,1316,568,748,568
906,1971,Barley,spring_small_grains,2,250,111,256,0,295,0,1543,647,896,647
907,1971,Barley,spring_small_grains,2,250,111,256,0,295,0,1090,478,612,478
908,1971,Barley,spring_small_grains,2,250,111,256,0,295,0,1251,547,704,547
909,1971,Barley,spring_small_grains,3,250,111,256,0,295,0,2153,964,1189,964
910,1971,Barley,spring_small_grains,3,250,111,256,0,295,0,2191,978,1213,978
911,1971,Barley,spring_small_grains,3,250,111,256,0,295,0,1444,662,782,662
912,1971,Barley,spring_small_grains,3,250,111,256,0,295,0,1998,926,1072,926
913,1971,Barley,spring_small_grains,4,250,111,256,0,295,0,1935,864,1071,864
914,1971,Barley,spring_small_grains,4,250,111,256,0,295,0,2056,936,1120,936
915,1971,Barley,spring_small_grains,4,250,111,256,0,295,0,692,347,345,347
916,1971,Barley,spring_small_grains,4,250,111,256,0,295,0,1671,773,898,773
917,1971,Barley,spring_small_grains,5,250,111,256,0,295,0,2101,929,1172,929
918,1971,Barley,spring_small_grains,5,250,111,256,0,295,0,2290,1017,1273,1017
919,1971,Barley,spring_small_grains,5,250,111,256,0,295,0,1454,658,796,658
920,1971,Barley,spring_small_grains,5,250,111,256,0,295,0,1604,719,885,719
921,1971,Barley,spring_small_grains,6,250,111,256,0,295,0,1735,746,989,746
922,1971,Barley,spring_small_grains,6,250,111,256,0,295,0,1581,689,892,689
923,1971,Barley,spring_small_grains,6,250,111,256,0,295,0,1368,623,745,623
924,1971,Barley,spring_small_grains,6,250,111,256,0,295,0,1658,768,890,768
925,1971,Barley,spring_small_grains,7,250,111,256,0,295,0,2283,1049,1234,1049
926,1971,Barley,spring_small_grains,7,250,111,256,0,295,0,2413,1074,1339,1074
927,1971,Barley,spring_small_grains,7,250,111,256,0,295,0,1857,953,904,953
928,1971,Barley,spring_small_grains,7,250,111,256,0,295,0,1910,954,956,954
929,1971,Barley,spring_small_grains,8,250,111,256,0,295,0,2111,923,1188,923
930,1971,Barley,spring_small_grains,8,250,111,256,0,295,0,2132,919,1213,919
931,1971,Barley,spring_small_grains,8,250,111,256,0,295,0,1644,746,898,746
932,1971,Barley,spring_small_grains,8,250,111,256,0,295,0,1597,724,873,724
933,1971,Barley,spring_small_grains,9,250,111,256,0,295,0,1567,694,873,694
934,1971,Barley,spring_small_grains,9,250,111,256,0,295,0,1238,511,727,511
935,1971,Barley,spring_small_grains,9,250,111,256,0,295,0,968,435,533,435
936,1971,Barley,spring_small_grains,9,250,111,256,0,295,0,1090,487,603,487
937,1971,Barley,spring_small_grains,10,250,111,256,0,295,0,2233,979,1254,979
938,1971,Barley,spring_small_grains,10,250,111,256,0,295,0,2224,980,1244,980
939,1971,Barley,spring_small_grains,10,250,111,256,0,295,0,2023,886,1137,886
940,1971,Barley,spring_small_grains,10,250,111,256,0,295,0,2137,962,1175,962
941,1971,Barley,spring_small_grains,11,250,111,256,0,295,0,2112,910,1202,910
942,1971,Barley,spring_small_grains,11,250,111,256,0,295,0,1980,860,1120,860
943,1971,Barley,spring_small_grains,11,250,111,256,0,295,0,1907,857,1050,857
944,1971,Barley,spring_small_grains,11,250,111,256,0,295,0,1932,850,1082,850
945,1971,Barley,spring_small_grains,12,250,111,256,0,295,0,1252,573,679,573
946,1971,Barley,spring_small_grains,12,250,111,256,0,295,0,981,424,557,424
947,1971,Barley,spring_small_grains,12,250,111,256,0,295,0,1209,535,674,535
948,1971,Barley,spring_small_grains,12,250,111,256,0,295,0,938,425,513,425
949,1971,Barley,spring_small_grains,13,250,111,256,0,295,0,2356,1081,1275,1081
950,1971,Barley,spring_small_grains,13,250,111,256,0,295,0,2490,1138,1352,1138
951,1971,Barley,spring_small_grains,13,250,111,256,0,295,0,2240,1005,1235,1005
952,1971,Barley,spring_small_grains,13,250,111,256,0,295,0,2040,980,1060,980
953,1971,Barley,spring_small_grains,14,250,111,256,0,295,0,2343,1051,1292,1051
954,1971,Barley,spring_small_grains,14,250,111,256,0,295,0,2245,1014,1231,1014
955,1971,Barley,spring_small_grains,14,250,111,256,0,295,0,1807,854,953,854
956,1971,Barley,spring_small_grains,14,250,111,256,0,295,0,1938,874,1064,874
957,1971,Barley,spring_small_grains,15,250,111,256,0,295,0,2445,1036,1409,1036
958,1971,Barley,spring_small_grains,15,250,111,256,0,295,0,2399,1012,1387,1012
959,1971,Barley,spring_small_grains,15,250,111,256,0,295,0,2272,952,1320,952
960,1971,Barley,spring_small_grains,15,250,111,256,0,295,0,2456,1069,1387,1069
961,1972,Oat,missing,1,250,117,0,0,295,0,0,0,0,0
962,1972,Oat,missing,1,250,117,0,0,295,0,0,0,0,0
963,1972,Oat,missing,1,250,117,0,0,295,0,0,0,0,0
964,1972,Oat,missing,1,250,117,0,0,295,0,0,0,0,0
965,1972,Oat,spring_small_grains,2,250,117,0,0,295,0,704,0,704,0
966,1972,Oat,spring_small_grains,2,250,117,0,0,295,0,637,0,637,0
967,1972,Oat,spring_small_grains,2,250,117,0,0,295,0,796,0,796,0
968,1972,Oat,spring_small_grains,2,250,117,0,0,295,0,740,0,740,0
969,1972,Oat,spring_small_grains,3,250,117,0,0,295,0,1712,0,1712,0
970,1972,Oat,spring_small_grains,3,250,117,0,0,295,0,1835,0,1835,0
971,1972,Oat,spring_small_grains,3,250,117,0,0,295,0,1846,0,1846,0
972,1972,Oat,spring_small_grains,3,250,117,0,0,295,0,1707,0,1707,0
973,1972,Oat,spring_small_grains,4,250,117,0,0,295,0,1606,0,1606,0
974,1972,Oat,spring_small_grains,4,250,117,0,0,295,0,1624,0,1624,0
975,1972,Oat,spring_small_grains,4,250,117,0,0,295,0,2006,0,2006,0
976,1972,Oat,spring_small_grains,4,250,117,0,0,295,0,1576,0,1576,0
977,1972,Oat,spring_small_grains,5,250,117,0,0,295,0,1477,0,1477,0
978,1972,Oat,spring_small_grains,5,250,117,0,0,295,0,1651,0,1651,0
979,1972,Oat,spring_small_grains,5,250,117,0,0,295,0,1852,0,1852,0
980,1972,Oat,spring_small_grains,5,250,117,0,0,295,0,1669,0,1669,0
981,1972,Oat,spring_small_grains,6,250,117,0,0,295,0,177,0,177,0
982,1972,Oat,spring_small_grains,6,250,117,0,0,295,0,152,0,152,0
983,1972,Oat,spring_small_grains,6,250,117,0,0,295,0,381,0,381,0
984,1972,Oat,spring_small_grains,6,250,117,0,0,295,0,391,0,391,0
985,1972,Oat,spring_small_grains,7,250,117,0,0,295,0,1454,0,1454,0
986,1972,Oat,spring_small_grains,7,250,117,0,0,295,0,1736,0,1736,0
987,1972,Oat,spring_small_grains,7,250,117,0,0,295,0,1739,0,1739,0
988,1972,Oat,spring_small_grains,7,250,117,0,0,295,0,1616,0,1616,0
989,1972,Oat,spring_small_grains,8,250,117,0,0,295,0,1934,0,1934,0
990,1972,Oat,spring_small_grains,8,250,117,0,0,295,0,2213,0,2213,0
991,1972,Oat,spring_small_grains,8,250,117,0,0,295,0,2306,0,2306,0
992,1972,Oat,spring_small_grains,8,250,117,0,0,295,0,2317,0,2317,0
993,1972,Oat,spring_small_grains,9,250,117,0,0,295,0,484,0,484,0
994,1972,Oat,spring_small_grains,9,250,117,0,0,295,0,706,0,706,0
995,1972,Oat,spring_small_grains,9,250,117,0,0,295,0,190,0,190,0
996,1972,Oat,spring_small_grains,9,250,117,0,0,295,0,478,0,478,0
997,1972,Oat,spring_small_grains,10,250,117,0,0,295,0,301,0,301,0
998,1972,Oat,spring_small_grains,10,250,117,0,0,295,0,1094,0,1094,0
999,1972,Oat,spring_small_grains,10,250,117,0,0,295,0,1161,0,1161,0
1000,1972,Oat,spring_small_grains,10,250,117,0,0,295,0,1118,0,1118,0
1001,1972,Oat,spring_small_grains,11,250,117,0,0,295,0,1039,0,1039,0
1002,1972,Oat,spring_small_grains,11,250,117,0,0,295,0,978,0,978,0
1003,1972,Oat,spring_small_grains,11,250,117,0,0,295,0,915,0,915,0
1004,1972,Oat,spring_small_grains,11,250,117,0,0,295,0,867,0,867,0
1005,1972,Oat,spring_small_grains,12,250,117,0,0,295,0,239,0,239,0
1006,1972,Oat,spring_small_grains,12,250,117,0,0,295,0,115,0,115,0
1007,1972,Oat,spring_small_grains,12,250,117,0,0,295,0,217,0,217,0
1008,1972,Oat,spring_small_grains,12,250,117,0,0,295,0,308,0,308,0
1009,1972,Oat,spring_small_grains,13,250,117,0,0,295,0,1463,0,1463,0
1010,1972,Oat,spring_small_grains,13,250,117,0,0,295,0,1907,0,1907,0
1011,1972,Oat,spring_small_grains,13,250,117,0,0,295,0,1936,0,1936,0
1012,1972,Oat,spring_small_grains,13,250,117,0,0,295,0,1840,0,1840,0
1013,1972,Oat,spring_small_grains,14,250,117,0,0,295,0,974,0,974,0
1014,1972,Oat,spring_small_grains,14,250,117,0,0,295,0,1772,0,1772,0
1015,1972,Oat,spring_small_grains,14,250,117,0,0,295,0,1465,0,1465,0
1016,1972,Oat,spring_small_grains,14,250,117,0,0,295,0,1636,0,1636,0
1017,1972,Oat,spring_small_grains,15,250,117,0,0,295,0,2040,0,2040,0
1018,1972,Oat,spring_small_grains,15,250,117,0,0,295,0,2473,0,2473,0
1019,1972,Oat,spring_small_grains,15,250,117,0,0,295,0,2575,0,2575,0
1020,1972,Oat,spring_small_grains,15,250,117,0,0,295,0,2272,0,2272,0
1021,1973,Barley,missing,1,250,115,217,0,295,0,0,0,0,0
1022,1973,Barley,missing,1,250,115,217,0,295,0,0,0,0,0
1023,1973,Barley,missing,1,250,115,217,0,295,0,0,0,0,0
1024,1973,Barley,missing,1,250,115,217,0,295,0,0,0,0,0
1025,1973,Barley,spring_small_grains,2,250,115,217,0,295,0,1990,1017,973,1017
1026,1973,Barley,spring_small_grains,2,250,115,217,0,295,0,1885,960,925,960
1027,1973,Barley,spring_small_grains,2,250,115,217,0,295,0,1836,900,936,900
1028,1973,Barley,spring_small_grains,2,250,115,217,0,295,0,2098,1046,1052,1046
1029,1973,Barley,spring_small_grains,3,250,115,217,0,295,0,3959,2038,1921,2038
1030,1973,Barley,spring_small_grains,3,250,115,217,0,295,0,3736,1953,1783,1953
1031,1973,Barley,spring_small_grains,3,250,115,217,0,295,0,3539,1869,1670,1869
1032,1973,Barley,spring_small_grains,3,250,115,217,0,295,0,3580,1895,1685,1895
1033,1973,Barley,spring_small_grains,4,250,115,217,0,295,0,3339,1809,1530,1809
1034,1973,Barley,spring_small_grains,4,250,115,217,0,295,0,3118,1570,1548,1570
1035,1973,Barley,spring_small_grains,4,250,115,217,0,295,0,2361,1346,1015,1346
1036,1973,Barley,spring_small_grains,4,250,115,217,0,295,0,3196,1679,1517,1679
1037,1973,Barley,spring_small_grains,5,250,115,217,0,295,0,3816,2002,1814,2002
1038,1973,Barley,spring_small_grains,5,250,115,217,0,295,0,3482,1812,1670,1812
1039,1973,Barley,spring_small_grains,5,250,115,217,0,295,0,3294,1759,1535,1759
1040,1973,Barley,spring_small_grains,5,250,115,217,0,295,0,3690,1982,1708,1982
1041,1973,Barley,spring_small_grains,6,250,115,217,0,295,0,1871,963,908,963
1042,1973,Barley,spring_small_grains,6,250,115,217,0,295,0,1438,807,631,807
1043,1973,Barley,spring_small_grains,6,250,115,217,0,295,0,1931,1095,836,1095
1044,1973,Barley,spring_small_grains,6,250,115,217,0,295,0,2248,1182,1066,1182
1045,1973,Barley,spring_small_grains,7,250,115,217,0,295,0,4292,2287,2005,2287
1046,1973,Barley,spring_small_grains,7,250,115,217,0,295,0,4020,2089,1931,2089
1047,1973,Barley,spring_small_grains,7,250,115,217,0,295,0,3774,2042,1732,2042
1048,1973,Barley,spring_small_grains,7,250,115,217,0,295,0,3765,2041,1724,2041
1049,1973,Barley,spring_small_grains,8,250,115,217,0,295,0,3034,1532,1502,1532
1050,1973,Barley,spring_small_grains,8,250,115,217,0,295,0,3003,1526,1477,1526
